adm0_name,adm1_name,adm2_name,dot_name,year,cbr,pop_total,ri_eff,dpt3,reff_random_effect,sia_random_effect,prop_underwt
NIGERIA,ZAMFARA,GUMMI,AFRO:NIGERIA:ZAMFARA:GUMMI,2026,29.1,310773,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUMMI,AFRO:NIGERIA:ZAMFARA:GUMMI,2027,28.8,317318,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUMMI,AFRO:NIGERIA:ZAMFARA:GUMMI,2028,28.4,323602,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUMMI,AFRO:NIGERIA:ZAMFARA:GUMMI,2029,28.1,329885,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUMMI,AFRO:NIGERIA:ZAMFARA:GUMMI,2030,27.8,336430,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUMMI,AFRO:NIGERIA:ZAMFARA:GUMMI,2031,27.4,342714,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUMMI,AFRO:NIGERIA:ZAMFARA:GUMMI,2032,27.0,349259,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUMMI,AFRO:NIGERIA:ZAMFARA:GUMMI,2033,26.6,355805,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUMMI,AFRO:NIGERIA:ZAMFARA:GUMMI,2034,26.3,362350,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUMMI,AFRO:NIGERIA:ZAMFARA:GUMMI,2035,25.9,368895,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUMMI,AFRO:NIGERIA:ZAMFARA:GUMMI,2036,25.5,375179,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUMMI,AFRO:NIGERIA:ZAMFARA:GUMMI,2037,25.1,381724,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUMMI,AFRO:NIGERIA:ZAMFARA:GUMMI,2038,24.7,388008,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUMMI,AFRO:NIGERIA:ZAMFARA:GUMMI,2039,24.3,394553,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2010,37.8,402361,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2011,37.0,413702,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2012,36.2,425536,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2013,35.4,436877,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2014,34.6,448711,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2015,33.8,460546,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2016,33.3,471394,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2017,32.7,482735,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2018,32.1,494076,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2019,31.6,505417,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2020,31.0,516758,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2021,30.7,528099,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2022,30.4,539440,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2023,30.1,550781,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2024,29.7,562122,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2025,29.4,573463,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2026,29.1,585297,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2027,28.8,597625,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2028,28.4,609459,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2029,28.1,621293,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2030,27.8,633620,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2031,27.4,645454,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2032,27.0,657782,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2033,26.6,670109,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2034,26.3,682436,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2035,25.9,694763,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2036,25.5,706597,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2037,25.1,718925,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2038,24.7,730759,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,GUSAU,AFRO:NIGERIA:ZAMFARA:GUSAU,2039,24.3,743086,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2010,37.8,370149,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2011,37.0,380582,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2012,36.2,391468,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2013,35.4,401902,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2014,34.6,412788,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2015,33.8,423675,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2016,33.3,433654,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2017,32.7,444088,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2018,32.1,454521,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2019,31.6,464954,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2020,31.0,475387,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2021,30.7,485820,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2022,30.4,496253,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2023,30.1,506686,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2024,29.7,517119,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2025,29.4,527553,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2026,29.1,538439,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2027,28.8,549780,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2028,28.4,560666,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2029,28.1,571553,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2030,27.8,582893,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2031,27.4,593780,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2032,27.0,605121,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2033,26.6,616461,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2034,26.3,627801,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2035,25.9,639142,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2036,25.5,650028,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2037,25.1,661369,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2038,24.7,672255,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,KAURA_NAMODA,AFRO:NIGERIA:ZAMFARA:KAURA_NAMODA,2039,24.3,683596,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2010,37.8,313034,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2011,37.0,321858,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2012,36.2,331064,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2013,35.4,339888,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2014,34.6,349095,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2015,33.8,358302,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2016,33.3,366741,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2017,32.7,375564,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2018,32.1,384388,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2019,31.6,393211,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2020,31.0,402034,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2021,30.7,410858,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2022,30.4,419681,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2023,30.1,428504,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2024,29.7,437327,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2025,29.4,446151,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2026,29.1,455358,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2027,28.8,464948,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2028,28.4,474155,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2029,28.1,483362,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2030,27.8,492952,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2031,27.4,502159,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2032,27.0,511750,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2033,26.6,521340,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2034,26.3,530931,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2035,25.9,540521,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2036,25.5,549728,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2037,25.1,559319,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2038,24.7,568526,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARADUN,AFRO:NIGERIA:ZAMFARA:MARADUN,2039,24.3,578116,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2010,37.8,314635,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2011,37.0,323504,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2012,36.2,332758,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2013,35.4,341626,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2014,34.6,350880,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2015,33.8,360134,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2016,33.3,368617,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2017,32.7,377485,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2018,32.1,386354,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2019,31.6,395222,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2020,31.0,404090,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2021,30.7,412959,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2022,30.4,421827,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2023,30.1,430696,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2024,29.7,439564,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2025,29.4,448433,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2026,29.1,457687,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2027,28.8,467326,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2028,28.4,476580,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2029,28.1,485834,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2030,27.8,495474,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2031,27.4,504728,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2032,27.0,514367,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2033,26.6,524007,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2034,26.3,533646,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2035,25.9,543286,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2036,25.5,552540,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2037,25.1,562180,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2038,24.7,571434,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2039,24.3,581073,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2010,37.8,132015,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2011,37.0,135736,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2012,36.2,139619,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2013,35.4,143340,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2014,34.6,147223,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2015,33.8,151106,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2016,33.3,154665,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2017,32.7,158386,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2018,32.1,162107,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2019,31.6,165828,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2020,31.0,169549,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2021,30.7,173270,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2022,30.4,176991,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2023,30.1,180712,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2024,29.7,184433,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2025,29.4,188154,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2026,29.1,192037,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2027,28.8,196082,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2028,28.4,199965,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2029,28.1,203847,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2030,27.8,207892,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2031,27.4,211775,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2032,27.0,215819,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2033,26.6,219864,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2034,26.3,223909,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2035,25.9,227953,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2036,25.5,231836,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2037,25.1,235881,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2038,24.7,239763,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2039,24.3,243808,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2010,37.8,250959,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2011,37.0,258033,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2012,36.2,265414,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2013,35.4,272488,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2014,34.6,279869,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2015,33.8,287250,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2016,33.3,294016,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2017,32.7,301090,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2018,32.1,308164,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2019,31.6,315237,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2020,31.0,322311,0.25,0.2,0.0,0.0,0.33
